timestamp,temperature,humidity,temp_rate,humi_rate_cali,predicted_label,real_label,confidence_score,prob_bg,prob_nuisance,prob_fire,inference_time_ms,memory_usage_bytes
2026-05-06 09:22:57,30.76,70.44,-0.09,0.11,1,1,0.9988,0.0012,0.9988,0.0,2.5,1568
2026-05-06 09:23:02,30.81,70.29,0.05,-0.15,1,1,0.9986,0.0014,0.9986,0.0,2.5,1568
2026-05-06 09:23:07,30.83,70.36,0.02,0.07,1,1,0.9988,0.0012,0.9988,0.0,2.51,1568
2026-05-06 09:23:12,30.85,70.42,0.02,0.06,1,1,0.9989,0.0011,0.9989,0.0,2.51,1568
2026-05-06 09:23:17,30.73,70.13,-0.12,-0.29,1,1,0.9987,0.0013,0.9987,0.0,2.51,1568
2026-05-06 09:23:22,29.16,70.69,-1.57,0.56,1,1,0.9971,0.0029,0.9971,0.0,2.58,1568
2026-05-06 09:23:27,29.19,70.67,0.03,-0.02,0,1,0.8912,0.8912,0.1086,0.0003,2.48,1568
2026-05-06 09:23:32,29.14,70.76,-0.05,0.09,0,1,0.9006,0.9006,0.0992,0.0002,2.49,1568
2026-05-06 09:23:37,29.28,70.16,0.14,-0.6,0,0,0.5774,0.5774,0.4202,0.0024,2.49,1568
2026-05-06 09:23:42,29.32,71.29,0.04,1.13,0,0,0.7273,0.7273,0.2722,0.0004,2.52,1568
2026-05-06 09:23:47,29.33,70.71,0.01,-0.58,0,0,0.5994,0.5994,0.3997,0.0009,2.5,1568
2026-05-06 09:23:52,29.08,70.37,-0.25,-0.34,0,0,0.8308,0.8308,0.1689,0.0002,2.5,1568
2026-05-06 09:23:57,29.13,70.46,0.05,0.09,0,0,0.9284,0.9284,0.0714,0.0003,2.48,1568
2026-05-06 09:24:02,29.29,70.83,0.16,0.37,0,0,0.9054,0.9054,0.0943,0.0003,2.49,1568
2026-05-06 09:24:07,29.25,70.4,-0.04,-0.43,0,0,0.7208,0.7208,0.2787,0.0005,2.5,1568
2026-05-06 09:24:12,29.3,70.4,0.05,0.0,0,0,0.7933,0.7933,0.2064,0.0003,2.49,1568
2026-05-06 09:24:17,29.19,70.4,-0.11,0.0,0,0,0.8305,0.8305,0.1693,0.0002,2.49,1568
2026-05-06 09:24:22,29.33,70.95,0.14,0.55,0,0,0.8899,0.8899,0.1099,0.0002,2.49,1568
2026-05-06 09:24:27,29.2,70.72,-0.13,-0.23,0,0,0.823,0.823,0.1768,0.0002,2.49,1568
2026-05-06 09:24:32,28.69,73.6,-0.51,2.88,0,0,0.4519,0.4519,0.5088,0.0394,2.57,1568
2026-05-06 09:24:37,28.69,74.04,0.0,0.44,0,0,0.9143,0.9143,0.0837,0.002,2.52,1568
2026-05-06 09:24:42,28.7,73.9,0.01,-0.14,0,0,0.9331,0.9331,0.0656,0.0013,2.51,1568
2026-05-06 09:24:47,28.75,74.11,0.05,0.21,0,0,0.9279,0.9279,0.0706,0.0014,2.5,1568
2026-05-06 09:24:52,28.71,73.78,-0.04,-0.33,0,0,0.9406,0.9406,0.0583,0.0011,2.51,1568
2026-05-06 09:24:57,28.74,74.05,0.03,0.27,0,0,0.9265,0.9265,0.072,0.0015,2.51,1568
2026-05-06 09:25:02,28.67,74.38,-0.07,0.33,0,0,0.9169,0.9169,0.0812,0.0018,2.52,1568
2026-05-06 09:25:07,28.63,73.72,-0.04,-0.66,0,0,0.93,0.93,0.0683,0.0017,2.5,1568
2026-05-06 09:25:12,28.81,74.53,0.18,0.81,0,0,0.8979,0.8979,0.0993,0.0029,2.53,1568
2026-05-06 09:25:17,28.84,74.17,0.03,-0.36,0,0,0.9479,0.9479,0.0513,0.0008,2.5,1568
2026-05-06 09:25:22,28.9,74.32,0.06,0.15,0,0,0.9455,0.9455,0.0538,0.0008,2.51,1568
2026-05-06 09:25:27,28.85,74.47,-0.05,0.15,0,0,0.9452,0.9452,0.054,0.0008,2.51,1568
2026-05-06 09:25:32,29.0,70.53,0.15,-3.94,2,0,0.5516,0.0029,0.4455,0.5516,2.57,1568
2026-05-06 09:25:37,29.13,71.07,0.13,0.54,0,0,0.9524,0.9524,0.0473,0.0003,2.49,1568
2026-05-06 09:25:42,29.1,70.78,-0.03,-0.29,0,0,0.9038,0.9038,0.0958,0.0004,2.49,1568
2026-05-06 09:25:47,29.17,71.43,0.07,0.65,0,0,0.9249,0.9249,0.0748,0.0003,2.49,1568
2026-05-06 09:25:52,29.11,71.17,-0.06,-0.26,0,0,0.9147,0.9147,0.085,0.0003,2.49,1568
2026-05-06 09:25:57,29.04,71.31,-0.07,0.14,0,0,0.9367,0.9367,0.063,0.0003,2.49,1568
2026-05-06 09:26:02,29.25,71.11,0.21,-0.2,0,0,0.8425,0.8425,0.1562,0.0013,2.49,1568
2026-05-06 09:26:07,29.2,71.34,-0.05,0.23,0,0,0.8829,0.8829,0.1169,0.0002,2.49,1568
2026-05-06 09:26:12,29.19,70.87,-0.01,-0.47,0,0,0.8115,0.8115,0.1878,0.0007,2.49,1568
2026-05-06 09:26:17,33.09,69.34,3.9,-1.53,2,0,0.979,0.0,0.0209,0.979,2.62,1568
2026-05-06 09:26:22,35.84,67.49,2.75,-1.85,2,2,0.9786,0.0,0.0214,0.9786,2.6,1568
2026-05-06 09:26:27,37.96,65.92,2.12,-1.57,2,2,0.9756,0.0,0.0244,0.9756,2.59,1568
2026-05-06 09:26:32,39.23,65.67,1.27,-0.25,1,2,0.9509,0.0,0.9509,0.0491,2.56,1568
2026-05-06 09:26:37,39.86,64.35,0.63,-1.32,1,2,0.9954,0.0,0.9954,0.0046,2.57,1568
2026-05-06 09:26:42,40.3,64.1,0.44,-0.25,1,2,1.0,0.0,1.0,0.0,2.6,1568
2026-05-06 09:26:47,40.39,63.69,0.09,-0.41,1,2,1.0,0.0,1.0,0.0,2.59,1568
2026-05-06 09:26:52,40.52,63.0,0.13,-0.69,1,2,1.0,0.0,1.0,0.0,2.59,1568
2026-05-06 09:26:57,41.0,62.93,0.48,-0.07,1,2,0.9999,0.0,0.9999,0.0001,2.6,1568
2026-05-06 09:27:02,40.96,62.56,-0.04,-0.37,1,1,1.0,0.0,1.0,0.0,2.6,1568
2026-05-06 09:27:07,41.2,62.74,0.24,0.18,1,1,1.0,0.0,1.0,0.0,2.6,1568
2026-05-06 09:27:12,41.24,62.75,0.04,0.01,1,1,1.0,0.0,1.0,0.0,2.6,1568
2026-05-06 09:27:17,41.21,62.32,-0.03,-0.43,1,1,1.0,0.0,1.0,0.0,2.6,1568
2026-05-06 09:27:22,41.19,62.12,-0.02,-0.2,1,1,1.0,0.0,1.0,0.0,2.6,1568
2026-05-06 09:27:27,41.36,61.67,0.17,-0.45,1,1,1.0,0.0,1.0,0.0,2.59,1568
2026-05-06 09:27:32,41.26,62.21,-0.1,0.54,1,1,1.0,0.0,1.0,0.0,2.6,1568
2026-05-06 09:27:37,28.56,71.83,-12.7,9.62,1,1,0.9995,0.0,0.9995,0.0004,2.59,1568
2026-05-06 09:27:42,28.66,71.24,0.1,-0.59,0,1,0.8847,0.8847,0.1123,0.0031,2.49,1568
2026-05-06 09:27:47,28.58,72.1,-0.08,0.86,0,0,0.8816,0.8816,0.1149,0.0035,2.52,1568
2026-05-06 09:27:52,28.62,71.95,0.04,-0.15,0,0,0.9322,0.9322,0.0664,0.0014,2.5,1568
2026-05-06 09:27:57,28.57,71.54,-0.05,-0.41,0,0,0.9356,0.9356,0.0631,0.0013,2.49,1568
2026-05-06 09:28:02,28.64,72.04,0.07,0.5,0,0,0.9145,0.9145,0.0836,0.002,2.51,1568
2026-05-06 09:28:07,28.56,71.87,-0.08,-0.17,0,0,0.931,0.931,0.0676,0.0014,2.5,1568
2026-05-06 09:28:12,28.67,71.5,0.11,-0.37,0,0,0.9229,0.9229,0.0754,0.0017,2.49,1568
2026-05-06 09:28:17,28.6,72.02,-0.07,0.52,0,0,0.9107,0.9107,0.0872,0.002,2.51,1568
2026-05-06 09:28:22,28.75,72.08,0.15,0.06,0,0,0.9364,0.9364,0.0625,0.0011,2.49,1568
2026-05-06 09:28:27,28.57,72.2,-0.18,0.12,0,0,0.9246,0.9246,0.0738,0.0015,2.51,1568
2026-05-06 09:28:32,28.68,72.37,0.11,0.17,0,0,0.9267,0.9267,0.0718,0.0015,2.5,1568
2026-05-06 09:28:37,28.72,71.62,0.04,-0.75,0,0,0.8782,0.8782,0.1187,0.0031,2.5,1568
2026-05-06 09:28:42,28.72,71.94,0.0,0.32,0,0,0.9353,0.9353,0.0636,0.0011,2.51,1568
2026-05-06 09:28:47,31.11,73.48,2.39,1.54,2,2,0.8261,0.0004,0.1735,0.8261,2.58,1568
2026-05-06 09:28:52,32.79,72.61,1.68,-0.87,0,2,0.0012,0.0012,0.6593,0.3395,2.58,1568
2026-05-06 09:28:57,34.29,71.72,1.5,-0.89,1,2,0.9314,0.0003,0.9314,0.0683,2.58,1568
2026-05-06 09:29:02,34.46,71.48,0.17,-0.24,1,2,1.0,0.0,1.0,0.0,2.55,1568
2026-05-06 09:29:07,34.63,71.74,0.17,0.26,1,1,1.0,0.0,1.0,0.0,2.56,1568
2026-05-06 09:29:12,35.07,70.94,0.44,-0.8,1,1,1.0,0.0,1.0,0.0,2.56,1568
2026-05-06 09:29:17,35.17,71.11,0.1,0.17,1,1,1.0,0.0,1.0,0.0,2.55,1568
2026-05-06 09:29:22,35.16,71.08,-0.01,-0.03,1,1,1.0,0.0,1.0,0.0,2.56,1568
2026-05-06 09:29:27,35.28,70.98,0.12,-0.1,1,1,1.0,0.0,1.0,0.0,2.56,1568
2026-05-06 09:29:32,35.11,70.94,-0.17,-0.04,1,1,1.0,0.0,1.0,0.0,2.56,1568
2026-05-06 09:29:37,35.36,71.08,0.25,0.14,1,1,1.0,0.0,1.0,0.0,2.56,1568
2026-05-06 09:29:42,35.24,70.77,-0.12,-0.31,1,1,1.0,0.0,1.0,0.0,2.56,1568
2026-05-06 09:29:47,35.23,70.8,-0.01,0.03,1,1,1.0,0.0,1.0,0.0,2.56,1568
2026-05-06 09:29:52,35.34,70.42,0.11,-0.38,1,1,1.0,0.0,1.0,0.0,2.56,1568
2026-05-06 09:29:57,35.46,70.82,0.12,0.4,1,1,1.0,0.0,1.0,0.0,2.56,1568
2026-05-06 09:30:02,29.45,71.5,-6.01,0.68,1,1,1.0,0.0,1.0,0.0,2.62,1568
2026-05-06 09:30:07,29.41,70.92,-0.04,-0.58,0,0,0.51,0.51,0.4894,0.0006,2.5,1568
2026-05-06 09:30:12,29.47,70.63,0.06,-0.29,0,0,0.512,0.512,0.4875,0.0005,2.49,1568
2026-05-06 09:30:17,29.49,71.2,0.02,0.57,0,0,0.6681,0.6681,0.3318,0.0001,2.51,1568
2026-05-06 09:30:22,29.57,70.89,0.08,-0.31,0,0,0.3969,0.3969,0.6026,0.0005,2.49,1568
2026-05-06 09:30:27,29.58,70.66,0.01,-0.23,0,0,0.3697,0.3697,0.63,0.0003,2.5,1568
2026-05-06 09:30:32,29.44,70.57,-0.14,-0.09,0,0,0.5224,0.5224,0.4774,0.0001,2.49,1568
2026-05-06 09:30:37,29.5,71.09,0.06,0.52,0,0,0.7105,0.7105,0.2893,0.0001,2.5,1568
2026-05-06 09:30:42,29.46,71.0,-0.04,-0.09,0,0,0.5967,0.5967,0.4031,0.0002,2.49,1568
2026-05-06 09:30:47,29.53,70.61,0.07,-0.39,0,0,0.3921,0.3921,0.6073,0.0006,2.49,1568
2026-05-06 09:30:52,29.62,71.1,0.09,0.49,0,0,0.5587,0.5587,0.4412,0.0001,2.5,1568
2026-05-06 09:30:57,29.53,70.95,-0.09,-0.15,0,0,0.4474,0.4474,0.5524,0.0002,2.49,1568
2026-05-06 09:31:02,29.62,70.63,0.09,-0.32,0,0,0.3061,0.3061,0.6935,0.0005,2.49,1568
2026-05-06 09:31:07,29.47,70.8,-0.15,0.17,0,0,0.4954,0.4954,0.5046,0.0001,2.5,1568
2026-05-06 09:31:12,29.58,71.53,0.11,0.73,0,0,0.6892,0.6892,0.3106,0.0001,2.51,1568
2026-05-06 09:31:17,29.57,71.07,-0.01,-0.46,0,0,0.356,0.356,0.6436,0.0004,2.5,1568
2026-05-06 09:31:22,29.75,70.56,0.18,-0.51,1,0,0.8577,0.1415,0.8577,0.0008,2.51,1568
2026-05-06 09:31:27,29.52,71.19,-0.23,0.63,0,0,0.2187,0.2187,0.7813,0.0001,2.51,1568
2026-05-06 09:31:32,29.51,70.74,-0.01,-0.45,0,0,0.4034,0.4034,0.5962,0.0004,2.49,1568
