timestamp,temperature,humidity,temp_rate,humi_rate,predicted_label,real_label,confidence_score,prob_bg,prob_nuisance,prob_fire,inference_time_ms,memory_usage_bytes
2026-05-06 08:07:35,28.75,74.11,0.01,0.0419,0,1,0.9034,0.9034,0.0966,0.0,1.15,1000
2026-05-06 08:07:40,28.71,73.78,-0.0089,-0.0732,0,1,0.9276,0.9276,0.0724,0.0,1.16,1000
2026-05-06 08:07:45,28.74,74.05,0.006,0.0539,0,1,0.8989,0.8989,0.1011,0.0,1.15,1000
2026-05-06 08:07:50,28.67,74.38,-0.014,0.0659,0,1,0.904,0.904,0.096,0.0,0.29,1000
2026-05-06 08:07:55,28.66,74.27,-0.002,-0.022,0,1,0.9261,0.9261,0.0739,0.0,1.15,1000
2026-05-06 08:08:00,28.63,73.72,-0.006,-0.1098,0,0,0.9298,0.9298,0.0702,0.0,1.15,1000
2026-05-06 08:08:05,28.81,74.53,0.0359,0.1618,0,0,0.7501,0.7501,0.2499,0.0,1.15,1000
2026-05-06 08:08:10,28.84,74.17,0.006,-0.0719,0,0,0.9324,0.9324,0.0676,0.0,1.15,1000
2026-05-06 08:08:15,28.9,74.32,0.012,0.03,0,0,0.8871,0.8871,0.1129,0.0,1.15,1000
2026-05-06 08:08:20,28.85,74.47,-0.01,0.03,0,0,0.8957,0.8957,0.1043,0.0,1.15,1000
2026-05-06 08:08:25,29.0,70.53,0.03,-0.7869,0,0,1.0,1.0,0.0,0.0,1.15,1000
2026-05-06 08:08:30,29.13,71.07,0.026,0.1078,0,0,0.8846,0.8846,0.1154,0.0,1.15,1000
2026-05-06 08:08:35,29.1,70.78,-0.006,-0.0579,0,0,0.922,0.922,0.078,0.0,1.15,1000
2026-05-06 08:08:40,29.17,71.43,0.014,0.1298,0,0,0.8547,0.8547,0.1453,0.0,0.29,1000
2026-05-06 08:08:45,29.11,71.17,-0.012,-0.052,0,0,0.9181,0.9181,0.0819,0.0,1.15,1000
2026-05-06 08:08:50,29.18,71.29,0.014,0.024,0,0,0.9137,0.9137,0.0863,0.0,1.15,1000
2026-05-06 08:08:55,29.04,71.31,-0.028,0.004,0,0,0.9005,0.9005,0.0995,0.0,1.15,1000
2026-05-06 08:09:00,29.25,71.11,0.0419,-0.0399,0,0,0.9105,0.9105,0.0895,0.0,1.15,1000
2026-05-06 08:09:05,29.2,71.34,-0.01,0.0459,0,0,0.9028,0.9028,0.0972,0.0,1.15,1000
2026-05-06 08:09:10,29.19,70.87,-0.002,-0.0939,0,0,0.9236,0.9236,0.0764,0.0,1.15,1000
2026-05-06 08:09:15,33.09,69.34,0.7789,-0.3056,2,2,1.0,0.0,0.0,1.0,1.15,1000
2026-05-06 08:09:20,35.84,67.49,0.5492,-0.3695,2,2,1.0,0.0,0.0,1.0,1.15,1000
2026-05-06 08:09:25,37.96,65.92,0.4234,-0.3136,2,2,1.0,0.0,0.0,1.0,1.15,1000
2026-05-06 08:09:30,39.23,65.67,0.2536,-0.0499,2,2,1.0,0.0,0.0,1.0,1.02,1000
2026-05-06 08:09:35,39.86,64.35,0.1258,-0.2636,2,2,0.9997,0.0,0.0003,0.9997,1.15,1000
2026-05-06 08:09:40,40.3,64.1,0.0879,-0.0499,2,2,0.654,0.0,0.346,0.654,1.15,1000
2026-05-06 08:09:45,40.37,64.12,0.014,0.004,1,2,0.8493,0.0,0.8493,0.1507,1.15,1000
2026-05-06 08:09:50,40.39,63.69,0.004,-0.0859,1,2,0.7833,0.0,0.7833,0.2167,1.15,1000
2026-05-06 08:09:55,40.52,63.0,0.026,-0.1378,1,1,0.7067,0.0,0.7067,0.2933,1.15,1000
2026-05-06 08:10:00,41.0,62.93,0.0959,-0.014,2,1,0.605,0.0,0.395,0.605,1.15,1000
2026-05-06 08:10:05,40.96,62.56,-0.008,-0.0739,1,1,0.824,0.0,0.824,0.176,1.19,1000
2026-05-06 08:10:10,41.2,62.74,0.0479,0.0359,1,1,0.8843,0.0,0.8843,0.1157,1.15,1000
2026-05-06 08:10:15,41.24,62.75,0.008,0.002,1,1,0.8808,0.0,0.8808,0.1192,1.15,1000
2026-05-06 08:10:20,41.21,62.32,-0.006,-0.0859,1,1,0.824,0.0,0.824,0.176,1.15,1000
2026-05-06 08:10:25,41.19,62.12,-0.004,-0.0399,1,1,0.8613,0.0,0.8613,0.1387,1.4,1000
2026-05-06 08:10:30,41.36,61.67,0.0339,-0.0899,0,1,1.0,1.0,0.0,0.0,1.33,1000
2026-05-06 08:10:35,41.42,61.73,0.012,0.012,1,1,0.8999,0.0,0.8999,0.1001,1.15,1000
2026-05-06 08:10:40,41.26,62.21,-0.032,0.0959,1,1,0.908,0.0,0.908,0.092,1.15,1000
2026-05-06 08:10:45,28.56,71.83,-2.5364,1.9213,0,0,1.0,1.0,0.0,0.0,1.13,1000
2026-05-06 08:10:50,28.66,71.24,0.02,-0.1179,0,0,0.9035,0.9035,0.0965,0.0,1.15,1000
2026-05-06 08:10:55,28.58,72.1,-0.016,0.1718,0,0,0.8752,0.8752,0.1248,0.0,1.15,1000
2026-05-06 08:11:00,28.62,71.95,0.008,-0.03,0,0,0.903,0.903,0.097,0.0,1.15,1000
2026-05-06 08:11:05,28.57,71.54,-0.01,-0.0819,0,0,0.9105,0.9105,0.0895,0.0,1.15,1000
2026-05-06 08:11:10,28.64,72.04,0.014,0.0999,0,0,0.8694,0.8694,0.1306,0.0,1.15,1000
2026-05-06 08:11:15,28.56,71.87,-0.016,-0.034,0,0,0.9089,0.9089,0.0911,0.0,1.15,1000
2026-05-06 08:11:20,28.67,71.5,0.022,-0.0739,0,0,0.9052,0.9052,0.0948,0.0,1.15,1000
2026-05-06 08:11:25,28.6,72.02,-0.014,0.1039,0,0,0.8588,0.8588,0.1412,0.0,1.15,1000
2026-05-06 08:11:30,28.74,71.95,0.028,-0.014,0,0,0.8937,0.8937,0.1063,0.0,1.15,1000
2026-05-06 08:11:35,28.75,72.08,0.002,0.026,0,0,0.8878,0.8878,0.1122,0.0,1.15,1000
2026-05-06 08:11:40,28.57,72.2,-0.0359,0.024,0,0,0.8878,0.8878,0.1122,0.0,1.15,1000
2026-05-06 08:11:45,28.68,72.37,0.022,0.034,0,0,0.8865,0.8865,0.1135,0.0,1.15,1000
2026-05-06 08:11:50,28.72,71.62,0.008,-0.1498,0,0,0.9097,0.9097,0.0903,0.0,1.15,1000
2026-05-06 08:11:55,28.72,71.94,0.0,0.0639,0,0,0.8748,0.8748,0.1252,0.0,1.15,1000
2026-05-06 08:12:00,31.11,73.48,0.4773,0.3076,2,2,1.0,0.0,0.0,1.0,1.15,1000
2026-05-06 08:12:05,32.79,72.61,0.3355,-0.1738,2,2,1.0,0.0,0.0,1.0,1.15,1000
2026-05-06 08:12:10,34.29,71.72,0.2996,-0.1778,2,2,1.0,0.0,0.0,1.0,1.15,1000
2026-05-06 08:12:15,34.46,71.48,0.034,-0.0479,1,1,0.5471,0.0,0.5471,0.4529,1.15,1000
2026-05-06 08:12:20,34.63,71.74,0.034,0.0519,1,1,0.5509,0.0,0.5509,0.4491,1.15,1000
2026-05-06 08:12:25,34.94,71.43,0.0619,-0.0619,2,1,0.7425,0.0,0.2575,0.7425,1.15,1000
2026-05-06 08:12:30,35.07,70.94,0.026,-0.0979,1,1,0.5374,0.0,0.5374,0.4626,1.15,1000
2026-05-06 08:12:35,35.17,71.11,0.02,0.034,1,1,0.5818,0.0,0.5818,0.4182,1.15,1000
2026-05-06 08:12:40,35.16,71.08,-0.002,-0.006,1,1,0.5557,0.0,0.5557,0.4443,1.15,1000
2026-05-06 08:12:45,35.28,70.98,0.024,-0.02,1,1,0.5854,0.0,0.5854,0.4146,1.15,1000
2026-05-06 08:12:50,35.11,70.94,-0.034,-0.008,1,1,0.5258,0.0,0.5258,0.4742,1.15,1000
2026-05-06 08:12:55,35.36,71.08,0.0499,0.028,1,1,0.5606,0.0,0.5606,0.4394,1.15,1000
2026-05-06 08:13:00,35.24,70.77,-0.024,-0.0619,1,1,0.5286,0.0,0.5286,0.4714,1.15,1000
2026-05-06 08:13:05,35.23,70.8,-0.002,0.006,1,1,0.5792,0.0,0.5792,0.4208,1.19,1000
2026-05-06 08:13:10,35.34,70.42,0.022,-0.0759,1,1,0.5722,0.0,0.5722,0.4278,1.15,1000
2026-05-06 08:13:15,35.38,70.85,0.008,0.0859,0,1,1.0,1.0,0.0,0.0,2.22,1000
2026-05-06 08:13:20,35.46,70.82,0.016,-0.006,1,1,0.5952,0.0,0.5952,0.4048,1.15,1000
2026-05-06 08:13:25,29.45,71.5,-1.2003,0.1358,0,0,1.0,1.0,0.0,0.0,1.15,1000
2026-05-06 08:13:30,29.41,70.92,-0.008,-0.1158,0,0,0.9292,0.9292,0.0708,0.0,1.15,1000
2026-05-06 08:13:35,29.47,70.63,0.012,-0.0579,0,0,0.9349,0.9349,0.0651,0.0,1.15,1000
2026-05-06 08:13:40,29.49,71.2,0.004,0.1138,0,0,0.8921,0.8921,0.1079,0.0,1.15,1000
2026-05-06 08:13:45,29.57,70.89,0.0178,-0.0688,0,0,0.9265,0.9265,0.0735,0.0,1.15,1000
2026-05-06 08:13:50,29.58,70.66,0.002,-0.0459,0,0,0.9204,0.9204,0.0796,0.0,1.15,1000
2026-05-06 08:13:55,29.44,70.57,-0.028,-0.018,0,0,1.0,1.0,0.0,0.0,2.19,1000
2026-05-06 08:14:00,29.5,71.09,0.012,0.1039,0,0,0.9016,0.9016,0.0984,0.0,1.15,1000
2026-05-06 08:14:05,29.46,71.0,-0.008,-0.018,0,0,0.9273,0.9273,0.0727,0.0,1.15,1000
2026-05-06 08:14:10,29.5,70.81,0.008,-0.0379,0,0,0.9335,0.9335,0.0665,0.0,1.15,1000
2026-05-06 08:14:15,29.53,70.61,0.006,-0.0399,0,0,0.9366,0.9366,0.0634,0.0,1.15,1000
2026-05-06 08:14:20,29.62,71.1,0.018,0.0978,0,0,0.9072,0.9072,0.0928,0.0,1.15,1000
2026-05-06 08:14:25,29.53,70.95,-0.018,-0.03,0,0,0.9306,0.9306,0.0694,0.0,1.15,1000
2026-05-06 08:14:30,29.62,70.63,0.018,-0.0639,0,0,0.9061,0.9061,0.0939,0.0,1.15,1000
2026-05-06 08:14:35,29.47,70.8,-0.03,0.034,0,0,0.9318,0.9318,0.0682,0.0,1.15,1000
2026-05-06 08:14:40,29.58,71.53,0.022,0.1458,0,0,0.8171,0.8171,0.1829,0.0,1.15,1000
2026-05-06 08:14:45,29.57,71.07,-0.002,-0.0919,0,0,0.9175,0.9175,0.0825,0.0,1.15,1000
2026-05-06 08:14:50,29.75,70.56,0.0359,-0.1019,1,0,0.5479,0.4521,0.5479,0.0,1.15,1000
2026-05-06 08:14:55,29.52,71.19,-0.0459,0.1258,0,0,0.9696,0.9696,0.0304,0.0,1.15,1000
2026-05-06 08:15:00,29.51,70.74,-0.002,-0.0899,0,0,0.9298,0.9298,0.0702,0.0,0.36,1000
