Timestamp,Temperature,Humidity,Temp_Rate,Humi_Rate,Label
2026-04-26 08:03:05,28.97,74.45,0.03,0.02,1
2026-04-26 08:03:10,29.06,74.5,0.018,0.01,1
2026-04-26 08:03:15,29.0,75.04,-0.012,0.108,1
2026-04-26 08:03:20,29.08,75.39,0.016,0.07,1
2026-04-26 08:03:25,28.97,75.42,-0.022,0.006,1
2026-04-26 08:03:30,28.99,75.17,0.004,-0.05,1
2026-04-26 08:03:35,29.16,75.48,0.034,0.062,1
2026-04-26 08:03:40,29.11,76.2,-0.01,0.144,1
2026-04-26 08:03:45,29.1,75.38,-0.002,-0.164,1
2026-04-26 08:03:50,29.07,76.02,-0.006,0.128,1
2026-04-26 08:03:55,29.23,76.45,0.032,0.086,1
2026-04-26 08:04:00,29.24,76.64,0.002,0.038,1
2026-04-26 08:04:05,29.17,76.39,-0.014,-0.05,1
2026-04-26 08:04:10,29.23,76.53,0.012,0.028,1
2026-04-26 08:04:15,29.28,77.21,0.01,0.136,1
2026-04-26 08:04:20,29.22,77.07,-0.012,-0.028,1
2026-04-26 08:04:25,29.48,77.1,0.052,0.006,1
2026-04-26 08:04:30,29.22,76.62,-0.052,-0.096,1
2026-04-26 08:04:35,29.22,77.42,0.0,0.16,1
2026-04-26 08:04:40,29.28,77.35,0.012,-0.014,1
2026-04-26 08:04:45,29.42,77.34,0.028,-0.002,1
2026-04-26 08:04:50,29.18,77.17,-0.048,-0.034,1
2026-04-26 08:04:55,29.21,76.96,0.006,-0.042,1
2026-04-26 08:05:00,29.31,77.46,0.02,0.1,1
2026-04-26 08:05:05,29.3,77.39,-0.002,-0.014,1
2026-04-26 08:05:10,29.29,77.34,-0.002,-0.01,1
2026-04-26 08:05:15,28.46,74.24,-0.166,-0.62,0
2026-04-26 08:05:20,28.6,74.49,0.028,0.05,0
2026-04-26 08:05:25,28.5,74.24,-0.02,-0.05,0
2026-04-26 08:05:30,28.5,74.28,0.0,0.008,0
2026-04-26 08:05:35,28.43,74.17,-0.014,-0.022,0
2026-04-26 08:05:40,28.48,74.61,0.01,0.088,0
2026-04-26 08:05:45,28.66,74.57,0.036,-0.008,0
2026-04-26 08:05:50,28.44,74.65,-0.044,0.016,0
2026-04-26 08:05:55,28.68,74.0,0.048,-0.13,0
2026-04-26 08:06:00,28.57,74.58,-0.022,0.116,0
2026-04-26 08:06:05,28.66,74.71,0.018,0.026,0
2026-04-26 08:06:10,28.72,74.4,0.012,-0.062,0
2026-04-26 08:06:15,28.7,74.38,-0.004,-0.004,0
2026-04-26 08:06:20,28.56,74.5,-0.028,0.024,0
2026-04-26 08:06:25,28.73,74.41,0.034,-0.018,0
2026-04-26 08:06:30,28.66,74.03,-0.014,-0.076,0
2026-04-26 08:06:35,28.53,74.28,-0.026,0.05,0
2026-04-26 08:06:40,28.66,74.54,0.026,0.052,0
2026-04-26 08:06:45,28.62,74.51,-0.008,-0.006,0
2026-04-26 08:06:50,28.6,74.54,-0.004,0.006,0
2026-04-26 08:06:55,28.73,74.32,0.026,-0.044,0
2026-04-26 08:07:00,28.55,74.44,-0.036,0.024,0
2026-04-26 08:07:05,28.77,74.55,0.044,0.022,0
2026-04-26 08:07:10,28.51,74.69,-0.052,0.028,0
2026-04-26 08:07:15,28.58,74.31,0.014,-0.076,0
2026-04-26 08:07:20,28.83,74.58,0.05,0.054,0
2026-04-26 08:07:25,28.68,74.18,-0.03,-0.08,0
2026-04-26 08:07:30,28.81,74.33,0.026,0.03,0
2026-04-26 08:07:35,28.61,74.75,-0.04,0.084,0
2026-04-26 08:07:40,28.68,74.75,0.014,0.0,0
2026-04-26 08:07:45,28.79,74.28,0.022,-0.094,0
2026-04-26 08:07:50,28.69,74.63,-0.02,0.07,0
2026-04-26 08:07:55,32.92,70.8,0.846,-0.766,2
2026-04-26 08:08:00,35.91,67.6,0.598,-0.64,2
2026-04-26 08:08:05,38.08,66.16,0.434,-0.288,2
2026-04-26 08:08:10,39.27,64.52,0.238,-0.328,2
2026-04-26 08:08:15,40.01,63.88,0.148,-0.128,2
2026-04-26 08:08:20,40.35,63.3,0.068,-0.116,2
2026-04-26 08:08:25,40.41,62.44,0.012,-0.172,2
2026-04-26 08:08:30,40.32,62.28,-0.018,-0.032,2
2026-04-26 08:08:35,40.52,61.9,0.04,-0.076,2
2026-04-26 08:08:40,40.28,61.57,-0.048,-0.066,2
2026-04-26 08:08:45,40.53,61.4,0.05,-0.034,1
2026-04-26 08:08:50,40.58,61.42,0.01,0.004,1
2026-04-26 08:08:55,40.96,61.25,0.076,-0.034,1
2026-04-26 08:09:00,41.02,61.26,0.012,0.002,1
2026-04-26 08:09:05,41.06,61.05,0.008,-0.042,1
2026-04-26 08:09:10,41.18,61.23,0.024,0.036,1
2026-04-26 08:09:15,41.11,61.07,-0.014,-0.032,1
2026-04-26 08:09:20,41.22,61.2,0.022,0.026,1
2026-04-26 08:09:25,41.21,61.26,-0.002,0.012,1
2026-04-26 08:09:30,41.07,61.06,-0.028,-0.04,1
2026-04-26 08:09:35,41.12,60.74,0.01,-0.064,1
2026-04-26 08:09:40,41.15,60.43,0.006,-0.062,1
2026-04-26 08:09:45,41.06,60.83,-0.018,0.08,1
2026-04-26 08:09:50,41.09,61.04,0.006,0.042,1
2026-04-26 08:09:55,41.07,60.83,-0.004,-0.042,1
2026-04-26 08:10:00,28.78,70.96,-2.458,2.026,0
2026-04-26 08:10:05,28.73,70.3,-0.01,-0.132,0
2026-04-26 08:10:10,28.92,70.22,0.038,-0.016,0
2026-04-26 08:10:15,28.95,70.58,0.006,0.072,0
2026-04-26 08:10:20,29.0,70.7,0.01,0.024,0
2026-04-26 08:10:25,28.83,70.78,-0.034,0.016,0
2026-04-26 08:10:30,28.79,70.79,-0.008,0.002,0
2026-04-26 08:10:35,28.71,71.0,-0.016,0.042,0
2026-04-26 08:10:40,28.83,70.57,0.024,-0.086,0
2026-04-26 08:10:45,28.95,70.6,0.024,0.006,0
2026-04-26 08:10:50,28.93,70.19,-0.004,-0.082,0
2026-04-26 08:10:55,28.97,70.92,0.008,0.146,0
2026-04-26 08:11:00,28.89,71.32,-0.016,0.08,0
2026-04-26 08:11:05,28.91,70.25,0.004,-0.214,0
2026-04-26 08:11:10,28.85,70.94,-0.012,0.138,0
2026-04-26 08:11:15,28.8,71.15,-0.01,0.042,0
2026-04-26 08:11:20,29.02,70.64,0.044,-0.102,0
2026-04-26 08:11:25,28.81,70.92,-0.042,0.056,0
2026-04-26 08:11:30,28.94,70.89,0.026,-0.006,0
2026-04-26 08:11:35,28.99,70.57,0.01,-0.064,0
2026-04-26 08:11:40,28.86,71.06,-0.026,0.098,0
2026-04-26 08:11:45,28.83,70.66,-0.006,-0.08,0
2026-04-26 08:11:50,28.99,70.73,0.032,0.014,0
2026-04-26 08:11:55,28.75,70.69,-0.048,-0.008,0
2026-04-26 08:12:00,28.98,71.03,0.046,0.068,0
2026-04-26 08:12:05,28.93,70.61,-0.01,-0.084,0
2026-04-26 08:12:10,28.94,70.56,0.002,-0.01,0
2026-04-26 08:12:15,29.02,70.65,0.016,0.018,0
2026-04-26 08:12:20,28.84,71.09,-0.036,0.088,0
2026-04-26 08:12:25,28.9,71.22,0.012,0.026,0
2026-04-26 08:12:30,29.01,70.29,0.022,-0.186,0
2026-04-26 08:12:35,28.99,71.15,-0.004,0.172,0
2026-04-26 08:12:40,28.91,70.8,-0.016,-0.07,0
2026-04-26 08:12:45,28.96,70.45,0.01,-0.07,0
2026-04-26 08:12:50,28.76,70.92,-0.04,0.094,0
2026-04-26 08:12:55,28.95,70.61,0.038,-0.062,0
2026-04-26 08:13:00,28.95,70.53,0.0,-0.016,0
2026-04-26 08:13:05,28.99,70.88,0.008,0.07,0
2026-04-26 08:13:10,28.91,70.65,-0.016,-0.046,0
2026-04-26 08:13:15,28.87,70.93,-0.008,0.056,0
2026-04-26 08:13:20,29.02,70.82,0.03,-0.022,0
2026-04-26 08:13:25,28.84,70.66,-0.036,-0.032,0
2026-04-26 08:13:30,28.88,70.6,0.008,-0.012,0
2026-04-26 08:13:35,28.89,70.4,0.002,-0.04,0
2026-04-26 08:13:40,29.0,70.92,0.022,0.104,0
2026-04-26 08:13:45,28.97,70.76,-0.006,-0.032,0
2026-04-26 08:13:50,29.03,71.3,0.012,0.108,0
2026-04-26 08:13:55,28.87,71.05,-0.032,-0.05,1
2026-04-26 08:14:00,28.98,70.84,0.022,-0.042,1
2026-04-26 08:14:05,28.87,70.7,-0.022,-0.028,1
2026-04-26 08:14:10,28.85,70.16,-0.004,-0.108,1
2026-04-26 08:14:15,29.0,70.66,0.03,0.1,1
2026-04-26 08:14:20,28.84,71.11,-0.032,0.09,1
2026-04-26 08:14:25,28.85,70.95,0.002,-0.032,1
2026-04-26 08:14:30,28.99,70.64,0.028,-0.062,1
2026-04-26 08:14:35,28.85,70.83,-0.028,0.038,1
2026-04-26 08:14:40,28.92,70.82,0.014,-0.002,0
2026-04-26 08:14:45,28.89,70.79,-0.006,-0.006,0
2026-04-26 08:14:50,29.08,70.85,0.038,0.012,0
2026-04-26 08:14:55,28.93,71.04,-0.03,0.038,0
2026-04-26 08:15:00,28.96,70.89,0.006,-0.03,0
2026-04-26 08:15:05,29.07,71.22,0.022,0.066,0
2026-04-26 08:15:10,29.01,72.04,-0.012,0.164,0
2026-04-26 08:15:15,28.92,71.0,-0.018,-0.208,0
2026-04-26 08:15:20,28.99,71.38,0.014,0.076,0
2026-04-26 08:15:25,29.03,70.82,0.008,-0.112,0
2026-04-26 08:15:30,29.09,71.49,0.012,0.134,0
2026-04-26 08:15:35,28.98,71.93,-0.022,0.088,0
2026-04-26 08:15:40,28.81,72.54,-0.034,0.122,0
2026-04-26 08:15:45,29.0,72.6,0.038,0.012,0
2026-04-26 08:15:50,28.86,73.23,-0.028,0.126,0
2026-04-26 08:15:55,29.04,73.38,0.036,0.03,0
2026-04-26 08:16:00,28.79,73.08,-0.05,-0.06,0
2026-04-26 08:16:05,28.86,72.74,0.014,-0.068,0
2026-04-26 08:16:10,28.85,73.01,-0.002,0.054,0
2026-04-26 08:16:15,28.91,73.04,0.012,0.006,0
2026-04-26 08:16:20,28.96,73.15,0.01,0.022,0
2026-04-26 08:16:25,28.89,72.95,-0.014,-0.04,0
2026-04-26 08:16:30,28.87,72.99,-0.004,0.008,0
2026-04-26 08:16:35,28.96,72.72,0.018,-0.054,0
2026-04-26 08:16:40,28.88,72.76,-0.016,0.008,0
2026-04-26 08:16:45,28.99,73.05,0.022,0.058,0
2026-04-26 08:16:50,28.98,73.43,-0.002,0.076,0
2026-04-26 08:16:55,28.93,72.42,-0.01,-0.202,0
2026-04-26 08:17:00,29.03,73.13,0.02,0.142,0
2026-04-26 08:17:05,28.95,73.37,-0.016,0.048,0
2026-04-26 08:17:10,28.96,73.14,0.002,-0.046,0
2026-04-26 08:17:15,28.97,73.16,0.002,0.004,0
2026-04-26 08:17:20,29.02,73.28,0.01,0.024,0
2026-04-26 08:17:25,28.9,72.99,-0.024,-0.058,0
2026-04-26 08:17:30,28.87,73.01,-0.006,0.004,0
2026-04-26 08:17:35,29.0,72.78,0.026,-0.046,0
2026-04-26 08:17:40,29.17,72.78,0.034,0.0,0
2026-04-26 08:17:45,29.03,73.03,-0.028,0.05,0
2026-04-26 08:17:50,29.04,72.61,0.002,-0.084,0
2026-04-26 08:17:55,28.99,73.22,-0.01,0.122,0
2026-04-26 08:18:00,28.84,73.32,-0.03,0.02,0
2026-04-26 08:18:05,29.04,72.94,0.04,-0.076,0
2026-04-26 08:18:10,28.96,73.71,-0.016,0.154,0
2026-04-26 08:18:15,28.96,72.49,0.0,-0.244,0
2026-04-26 08:18:20,28.8,73.06,-0.032,0.114,0
2026-04-26 08:18:25,29.1,73.21,0.06,0.03,0
2026-04-26 08:18:30,28.9,72.82,-0.04,-0.078,0
2026-04-26 08:18:35,28.92,73.02,0.004,0.04,0
2026-04-26 08:18:40,28.96,73.31,0.008,0.058,0
2026-04-26 08:18:45,34.16,69.68,1.04,-0.726,2
2026-04-26 08:18:50,38.14,66.75,0.796,-0.586,2
2026-04-26 08:18:55,40.76,64.84,0.524,-0.382,2
2026-04-26 08:19:00,42.26,63.82,0.3,-0.204,2
2026-04-26 08:19:05,43.26,62.96,0.2,-0.172,2
2026-04-26 08:19:10,43.69,62.23,0.086,-0.146,2
2026-04-26 08:19:15,43.89,61.42,0.04,-0.162,2
2026-04-26 08:19:20,43.85,61.37,-0.008,-0.01,2
2026-04-26 08:19:25,44.13,60.6,0.056,-0.154,1
2026-04-26 08:19:30,44.37,60.9,0.048,0.06,1
2026-04-26 08:19:35,44.35,60.36,-0.004,-0.108,1
2026-04-26 08:19:40,44.41,60.25,0.012,-0.022,1
2026-04-26 08:19:45,44.51,60.17,0.02,-0.016,1
2026-04-26 08:19:50,44.56,60.31,0.01,0.028,1
2026-04-26 08:19:55,44.55,59.7,-0.002,-0.122,1
2026-04-26 08:20:00,44.38,60.01,-0.034,0.062,1
2026-04-26 08:20:05,44.48,60.25,0.02,0.048,1
2026-04-26 08:20:10,44.55,59.64,0.014,-0.122,1
2026-04-26 08:20:15,44.7,60.06,0.03,0.084,1
2026-04-26 08:20:20,44.56,59.94,-0.028,-0.024,1
2026-04-26 08:20:25,44.68,60.21,0.024,0.054,1
2026-04-26 08:20:30,44.64,60.08,-0.008,-0.026,1
2026-04-26 08:20:35,44.63,59.96,-0.002,-0.024,1
2026-04-26 08:20:40,29.0,72.19,-3.126,2.446,0
2026-04-26 08:20:45,28.88,72.1,-0.024,-0.018,0
2026-04-26 08:20:50,29.01,72.1,0.026,0.0,0
2026-04-26 08:20:55,28.99,72.19,-0.004,0.018,0
2026-04-26 08:21:00,29.11,72.39,0.024,0.04,0
2026-04-26 08:21:05,29.06,72.12,-0.01,-0.054,0
2026-04-26 08:21:10,29.03,71.84,-0.006,-0.056,0
2026-04-26 08:21:15,29.05,72.21,0.004,0.074,0
2026-04-26 08:21:20,29.09,72.08,0.008,-0.026,0
2026-04-26 08:21:25,29.02,72.0,-0.014,-0.016,0
2026-04-26 08:21:30,29.11,72.56,0.018,0.112,0
2026-04-26 08:21:35,28.99,71.85,-0.024,-0.142,0
2026-04-26 08:21:40,29.06,71.88,0.014,0.006,0
2026-04-26 08:21:45,29.06,72.12,0.0,0.048,0
2026-04-26 08:21:50,29.15,71.46,0.018,-0.132,0
2026-04-26 08:21:55,29.08,72.14,-0.014,0.136,0
2026-04-26 08:22:00,29.19,72.11,0.022,-0.006,0
2026-04-26 08:22:05,29.14,72.33,-0.01,0.044,0
2026-04-26 08:22:10,29.07,72.34,-0.014,0.002,0
2026-04-26 08:22:15,29.06,72.46,-0.002,0.024,0
2026-04-26 08:22:20,29.08,71.7,0.004,-0.152,0
2026-04-26 08:22:25,29.16,72.04,0.016,0.068,0
2026-04-26 08:22:30,29.21,71.89,0.01,-0.03,0
2026-04-26 08:22:35,29.11,72.44,-0.02,0.11,0
2026-04-26 08:22:40,29.01,72.0,-0.02,-0.088,0
2026-04-26 08:22:45,29.12,72.01,0.022,0.002,0
2026-04-26 08:22:50,29.0,72.46,-0.024,0.09,0
2026-04-26 08:22:55,29.25,71.59,0.05,-0.174,0
2026-04-26 08:23:00,29.12,72.18,-0.026,0.118,0
2026-04-26 08:23:05,29.05,72.36,-0.014,0.036,0
2026-04-26 08:23:10,29.15,71.84,0.02,-0.104,0
2026-04-26 08:23:15,29.12,71.91,-0.006,0.014,0
2026-04-26 08:23:20,29.27,72.19,0.03,0.056,0
2026-04-26 08:23:25,29.09,71.8,-0.036,-0.078,0
2026-04-26 08:23:30,29.18,71.7,0.018,-0.02,0
2026-04-26 08:23:35,33.04,68.08,0.772,-0.724,2
2026-04-26 08:23:40,35.82,66.61,0.556,-0.294,2
2026-04-26 08:23:45,37.79,64.04,0.394,-0.514,2
2026-04-26 08:23:50,38.93,63.44,0.228,-0.12,2
2026-04-26 08:23:55,39.57,62.6,0.128,-0.168,2
2026-04-26 08:24:00,39.98,61.88,0.082,-0.144,1
2026-04-26 08:24:05,40.11,61.45,0.026,-0.086,1
2026-04-26 08:24:10,40.18,61.59,0.014,0.028,1
2026-04-26 08:24:15,40.33,61.1,0.03,-0.098,1
2026-04-26 08:24:20,40.53,61.01,0.04,-0.018,1
2026-04-26 08:24:25,40.45,60.76,-0.016,-0.05,1
2026-04-26 08:24:30,40.53,61.16,0.016,0.08,1
2026-04-26 08:24:35,40.44,60.82,-0.018,-0.068,1
2026-04-26 08:24:40,40.52,60.53,0.016,-0.058,1
2026-04-26 08:24:45,40.61,61.02,0.018,0.098,1
2026-04-26 08:24:50,40.5,60.36,-0.022,-0.132,1
2026-04-26 08:24:55,40.51,60.43,0.002,0.014,1
2026-04-26 08:25:00,40.6,60.73,0.018,0.06,1
2026-04-26 08:25:05,40.54,60.4,-0.012,-0.066,1
2026-04-26 08:25:10,40.52,60.84,-0.004,0.088,1
2026-04-26 08:25:15,40.47,61.02,-0.01,0.036,1
2026-04-26 08:25:20,40.54,60.49,0.014,-0.106,1
2026-04-26 08:25:25,40.61,60.53,0.014,0.008,1
2026-04-26 08:25:30,40.53,60.06,-0.016,-0.094,1
2026-04-26 08:25:35,40.58,60.47,0.01,0.082,1
2026-04-26 08:25:40,28.43,72.96,-2.43,2.498,0
2026-04-26 08:25:45,28.51,73.74,0.016,0.156,0
2026-04-26 08:25:50,28.55,73.6,0.008,-0.028,0
2026-04-26 08:25:55,28.61,73.18,0.012,-0.084,0
2026-04-26 08:26:00,28.56,73.84,-0.01,0.132,0
2026-04-26 08:26:05,28.65,73.63,0.018,-0.042,0
2026-04-26 08:26:10,28.7,73.9,0.01,0.054,0
2026-04-26 08:26:15,28.54,73.38,-0.032,-0.104,0
2026-04-26 08:26:20,28.5,73.58,-0.008,0.04,0
2026-04-26 08:26:25,28.62,73.67,0.024,0.018,0
2026-04-26 08:26:30,28.6,73.47,-0.004,-0.04,0
2026-04-26 08:26:35,28.42,73.5,-0.036,0.006,0
2026-04-26 08:26:40,28.62,73.38,0.04,-0.024,0
2026-04-26 08:26:45,28.69,73.39,0.014,0.002,0
2026-04-26 08:26:50,28.61,73.52,-0.016,0.026,0
2026-04-26 08:26:55,28.76,73.23,0.03,-0.058,0
2026-04-26 08:27:00,28.61,73.89,-0.03,0.132,0
2026-04-26 08:27:05,28.6,73.85,-0.002,-0.008,0
2026-04-26 08:27:10,28.51,73.45,-0.018,-0.08,0
2026-04-26 08:27:15,28.52,73.46,0.002,0.002,0
2026-04-26 08:27:20,28.56,73.5,0.008,0.008,0
2026-04-26 08:27:25,28.62,73.39,0.012,-0.022,0
2026-04-26 08:27:30,28.72,73.57,0.02,0.036,0
2026-04-26 08:27:35,28.58,73.66,-0.028,0.018,0
2026-04-26 08:27:40,28.56,73.87,-0.004,0.042,0
2026-04-26 08:27:45,28.6,73.93,0.008,0.012,0
2026-04-26 08:27:50,28.6,73.23,0.0,-0.14,0
2026-04-26 08:27:55,28.67,73.66,0.014,0.086,0
2026-04-26 08:28:00,28.6,73.31,-0.014,-0.07,0
2026-04-26 08:28:05,28.46,74.02,-0.028,0.142,0
2026-04-26 08:28:10,28.66,73.65,0.04,-0.074,0
2026-04-26 08:28:15,28.69,73.64,0.006,-0.002,0
2026-04-26 08:28:20,28.54,73.6,-0.03,-0.008,0
2026-04-26 08:28:25,28.55,73.6,0.002,0.0,0
2026-04-26 08:28:30,28.59,73.43,0.008,-0.034,0
2026-04-26 08:28:35,28.57,73.44,-0.004,0.002,0
2026-04-26 08:28:40,28.61,73.49,0.008,0.01,0
2026-04-26 08:28:45,28.63,73.56,0.004,0.014,0
2026-04-26 08:28:50,28.6,73.62,-0.006,0.012,0
2026-04-26 08:28:55,28.58,74.07,-0.004,0.09,0
2026-04-26 08:29:00,28.59,73.36,0.002,-0.142,0
2026-04-26 08:29:05,28.59,73.74,0.0,0.076,0
2026-04-26 08:29:10,28.62,73.46,0.006,-0.056,0
2026-04-26 08:29:15,28.64,73.4,0.004,-0.012,0
2026-04-26 08:29:20,28.45,73.5,-0.038,0.02,0
2026-04-26 08:29:25,28.67,73.35,0.044,-0.03,0
2026-04-26 08:29:30,28.66,74.08,-0.002,0.146,0
2026-04-26 08:29:35,28.71,73.56,0.01,-0.104,0
2026-04-26 08:29:40,28.53,73.96,-0.036,0.08,0
2026-04-26 08:29:45,33.3,70.06,0.954,-0.78,2
2026-04-26 08:29:50,36.6,67.42,0.66,-0.528,2
2026-04-26 08:29:55,38.89,65.41,0.458,-0.402,2
2026-04-26 08:30:00,40.26,65.06,0.274,-0.07,2
2026-04-26 08:30:05,41.04,63.75,0.156,-0.262,2
2026-04-26 08:30:10,41.49,62.91,0.09,-0.168,2
2026-04-26 08:30:15,41.46,62.61,-0.006,-0.06,2
2026-04-26 08:30:20,41.61,62.62,0.03,0.002,1
2026-04-26 08:30:25,41.85,62.07,0.048,-0.11,1
2026-04-26 08:30:30,42.05,61.9,0.04,-0.034,1
2026-04-26 08:30:35,42.19,61.39,0.028,-0.102,1
2026-04-26 08:30:40,42.19,61.61,0.0,0.044,1
2026-04-26 08:30:45,42.28,61.75,0.018,0.028,1
2026-04-26 08:30:50,42.41,61.61,0.026,-0.028,1
2026-04-26 08:30:55,42.21,60.9,-0.04,-0.142,1
2026-04-26 08:31:00,42.24,60.92,0.006,0.004,1
2026-04-26 08:31:05,42.4,61.27,0.032,0.07,1
2026-04-26 08:31:10,42.25,61.3,-0.03,0.006,1
2026-04-26 08:31:15,42.33,61.34,0.016,0.008,1
2026-04-26 08:31:20,42.24,60.94,-0.018,-0.08,1
2026-04-26 08:31:25,42.3,61.15,0.012,0.042,1
2026-04-26 08:31:30,42.31,60.8,0.002,-0.07,1
2026-04-26 08:31:35,42.31,61.18,0.0,0.076,1
2026-04-26 08:31:40,42.43,60.94,0.024,-0.048,1
2026-04-26 08:31:45,42.31,61.17,-0.024,0.046,1
2026-04-26 08:31:50,29.61,74.44,-2.54,2.654,0
2026-04-26 08:31:55,29.45,74.51,-0.032,0.014,0
2026-04-26 08:32:00,29.58,74.47,0.026,-0.008,0
2026-04-26 08:32:05,29.44,74.66,-0.028,0.038,0
2026-04-26 08:32:10,29.43,74.74,-0.002,0.016,0
2026-04-26 08:32:15,29.5,74.34,0.014,-0.08,0
2026-04-26 08:32:20,29.39,74.78,-0.022,0.088,0
2026-04-26 08:32:25,29.59,74.82,0.04,0.008,0
2026-04-26 08:32:30,29.54,74.87,-0.01,0.01,0
2026-04-26 08:32:35,29.63,74.93,0.018,0.012,0
2026-04-26 08:32:40,29.54,74.73,-0.018,-0.04,0
2026-04-26 08:32:45,29.41,74.82,-0.026,0.018,0
2026-04-26 08:32:50,29.58,75.25,0.034,0.086,0
2026-04-26 08:32:55,29.53,74.57,-0.01,-0.136,0
2026-04-26 08:33:00,29.65,74.82,0.024,0.05,0
2026-04-26 08:33:05,29.51,74.76,-0.028,-0.012,0
2026-04-26 08:33:10,29.61,75.4,0.02,0.128,0
2026-04-26 08:33:15,29.47,74.8,-0.028,-0.12,0
2026-04-26 08:33:20,29.61,75.09,0.028,0.058,0
2026-04-26 08:33:25,29.48,75.34,-0.026,0.05,0
2026-04-26 08:33:30,29.64,75.26,0.032,-0.016,0
2026-04-26 08:33:35,29.47,74.62,-0.034,-0.128,0
2026-04-26 08:33:40,29.57,74.6,0.02,-0.004,0
2026-04-26 08:33:45,29.44,75.12,-0.026,0.104,0
2026-04-26 08:33:50,29.62,74.88,0.036,-0.048,0
2026-04-26 08:33:55,29.61,74.77,-0.002,-0.022,0
2026-04-26 08:34:00,29.44,74.58,-0.034,-0.038,0
2026-04-26 08:34:05,29.54,74.97,0.02,0.078,0
2026-04-26 08:34:10,29.67,75.31,0.026,0.068,0
2026-04-26 08:34:15,29.5,74.73,-0.034,-0.116,0
2026-04-26 08:34:20,29.51,74.72,0.002,-0.002,0
2026-04-26 08:34:25,29.6,74.87,0.018,0.03,0
2026-04-26 08:34:30,29.69,74.99,0.018,0.024,0
2026-04-26 08:34:35,29.53,75.32,-0.032,0.066,0
2026-04-26 08:34:40,29.58,74.36,0.01,-0.192,0
2026-04-26 08:34:45,29.42,74.82,-0.032,0.092,0
2026-04-26 08:34:50,29.67,75.18,0.05,0.072,0
2026-04-26 08:34:55,29.56,75.22,-0.022,0.008,0
2026-04-26 08:35:00,29.5,74.86,-0.012,-0.072,0
2026-04-26 08:35:05,29.82,74.01,0.064,-0.17,1
2026-04-26 08:35:10,30.04,73.73,0.044,-0.056,1
2026-04-26 08:35:15,30.24,73.91,0.04,0.036,1
2026-04-26 08:35:20,30.31,73.41,0.014,-0.1,1
2026-04-26 08:35:25,30.59,72.9,0.056,-0.102,1
2026-04-26 08:35:30,30.86,72.55,0.054,-0.07,1
2026-04-26 08:35:35,30.75,72.16,-0.022,-0.078,1
2026-04-26 08:35:40,30.98,72.22,0.046,0.012,1
2026-04-26 08:35:45,31.04,72.6,0.012,0.076,1
2026-04-26 08:35:50,31.13,72.37,0.018,-0.046,1
2026-04-26 08:35:55,31.04,72.44,-0.018,0.014,1
2026-04-26 08:36:00,31.1,71.98,0.012,-0.092,1
2026-04-26 08:36:05,31.19,72.53,0.018,0.11,1
2026-04-26 08:36:10,31.19,72.47,0.0,-0.012,1
2026-04-26 08:36:15,31.09,72.7,-0.02,0.046,1
